AGE,HEIGHT_CM,WEIGHT_KG,SKILL_DRIBBLING,ATTACKING_CROSSING,ATTACKING_FINISHING,MOVEMENT_ACCELERATION,MOVEMENT_SPRINT_SPEED,POWER_SHOT_POWER,MENTALITY_AGGRESSION,DEFENDING_MARKING,DEFENDING_STANDING_TACKLE,GOALKEEPING_DIVING,GOALKEEPING_HANDLING,OVERALL,POTENTIAL
26,181,79,78,78,82,76,76,83,63,29,40,11,15,81,83
31,176,75,75,78,41,80,75,65,76,72,75,7,8,75,75
26,180,74,73,72,29,77,85,37,77,70,70,7,11,73,74
23,163,65,84,63,64,94,92,65,67,42,30,14,14,78,84
28,185,79,63,76,71,68,68,71,69,75,78,12,8,76,76
34,187,86,20,20,11,50,45,53,38,20,20,75,71,74,74
27,174,72,84,80,80,90,91,82,65,39,38,10,13,82,82
27,180,71,57,68,47,75,75,57,62,67,72,9,10,70,71
32,181,81,29,20,16,35,35,68,38,17,16,75,74,78,78
33,175,72,71,76,58,62,53,74,62,75,66,11,9,74,74
22,191,81,71,64,78,72,74,74,43,58,36,10,12,75,82
33,177,79,72,63,73,68,60,78,52,55,27,16,15,73,73
29,186,75,72,67,40,47,58,80,66,67,71,8,4,71,71
23,175,68,77,72,67,87,84,73,65,25,32,15,8,72,77
32,180,75,76,76,75,68,67,84,93,82,87,4,2,84,84
23,176,64,82,72,65,85,80,72,30,17,26,12,15,76,82
29,185,78,63,53,34,65,64,57,83,69,71,11,15,73,73
35,187,81,58,36,40,34,38,39,84,81,83,7,11,81,81
33,187,78,12,17,11,37,34,50,44,19,20,72,65,70,70
28,169,67,76,77,68,69,65,69,52,35,44,7,12,75,75
24,176,73,83,91,66,77,68,76,86,78,80,8,15,86,88
24,186,83,86,76,61,76,78,76,50,41,42,11,5,75,79
28,190,80,35,32,24,54,54,47,78,70,76,13,10,73,74
32,198,90,8,11,12,40,41,60,21,13,18,75,75,75,75
26,186,80,76,60,78,90,90,72,40,26,20,8,14,77,78
27,184,72,63,62,65,54,66,69,84,63,66,9,10,70,71
28,186,83,12,11,12,47,55,47,24,14,14,70,72,71,73
27,188,85,47,33,31,53,59,71,82,81,81,9,13,79,82
21,171,63,76,65,69,89,85,73,32,22,31,10,6,72,79
21,187,77,81,68,76,82,89,75,33,31,21,9,7,75,82
24,177,71,67,71,62,51,53,74,65,61,61,10,14,70,76
25,187,74,74,69,49,65,63,78,79,79,78,12,12,78,83
32,177,76,68,80,65,65,36,87,74,70,70,16,10,81,81
30,181,76,15,12,16,46,46,50,23,17,13,73,67,71,71
25,176,71,71,70,58,59,60,78,45,65,66,13,14,75,78
26,186,83,53,39,40,51,53,39,80,79,85,15,12,81,83
26,191,84,64,56,56,39,39,77,67,64,74,12,11,73,76
23,178,77,65,59,51,64,64,74,75,68,72,9,13,70,78
22,180,70,74,70,61,82,82,65,62,42,30,10,7,71,78
26,174,74,83,68,72,91,89,68,63,28,37,7,6,77,78
34,181,71,71,60,54,63,62,74,83,68,76,12,16,76,76
36,184,75,43,28,13,30,33,21,72,65,78,14,5,72,72
20,180,75,73,62,67,77,83,70,48,20,26,12,8,70,82
26,185,88,20,18,15,49,53,56,29,29,12,74,66,72,76
35,174,68,75,76,58,83,80,46,46,30,58,10,8,71,71
29,185,77,68,56,74,72,70,73,67,42,16,11,12,72,72
25,168,62,73,66,61,84,86,63,46,28,28,14,7,70,73
21,181,78,68,52,43,71,70,72,63,58,62,12,7,70,81
25,178,70,71,72,67,66,62,72,75,69,73,9,16,74,76
32,179,68,68,42,73,75,85,75,72,38,27,6,11,72,72
26,180,77,65,66,76,75,76,73,54,36,58,13,10,71,74
29,178,78,78,70,70,85,77,76,52,25,30,5,11,75,75
28,177,77,82,76,67,78,76,74,62,74,74,9,7,78,78
19,170,65,78,66,64,87,87,71,50,45,39,8,9,74,85
26,190,85,60,68,32,66,76,72,88,82,85,14,15,82,84
34,189,83,63,48,40,45,51,76,89,74,76,15,9,74,74
22,176,68,61,55,53,64,64,63,79,70,70,11,9,73,83
29,175,72,75,75,71,79,77,78,35,30,28,10,12,73,73
24,189,80,58,63,24,63,64,60,78,73,76,11,11,73,77
30,176,80,70,68,63,65,70,81,73,66,74,7,9,74,74
26,176,71,58,66,39,71,70,63,77,67,71,12,16,71,75
23,175,61,70,63,45,84,83,57,59,57,63,15,14,70,77
25,177,75,90,82,80,86,81,80,48,32,48,5,4,88,92
24,191,83,25,14,17,49,40,55,21,13,12,75,67,72,77
31,177,73,61,73,45,71,73,55,79,78,77,13,9,74,74
21,191,75,58,36,30,59,64,43,72,72,73,10,10,73,81
31,176,67,75,75,63,76,73,66,51,40,32,6,13,72,72
21,183,75,77,62,63,72,71,64,55,59,67,15,9,72,83
29,185,71,59,56,74,59,63,70,36,35,35,10,8,71,71
38,185,84,25,13,12,56,55,46,23,24,11,85,75,83,83
33,190,86,67,59,71,56,59,71,76,45,46,11,7,72,72
22,168,70,62,51,36,74,66,53,90,80,80,6,10,76,82
26,180,77,68,70,34,64,67,59,82,61,72,7,14,70,73
24,175,70,77,66,78,90,87,83,51,25,26,9,10,77,81
30,179,73,71,64,50,64,65,75,80,70,74,15,8,75,75
24,174,67,76,62,78,85,82,75,45,26,20,13,12,72,77
29,175,76,72,50,73,76,73,69,55,26,39,14,12,72,72
27,186,85,68,39,78,49,66,78,40,30,13,14,11,76,76
31,185,79,74,67,63,61,62,73,82,72,75,15,13,77,77
24,185,74,71,60,73,77,79,60,33,45,21,13,13,70,75
30,184,80,66,50,49,53,54,73,91,81,82,14,12,78,78
29,186,79,77,56,78,60,62,82,71,35,34,7,9,79,79
23,190,78,13,20,20,50,50,45,35,15,24,72,68,72,82
36,188,83,18,12,10,25,27,47,22,12,10,68,71,72,72
26,171,70,61,55,43,81,76,65,88,72,72,16,13,70,73
23,180,79,75,59,72,74,77,72,45,37,30,6,11,72,80
25,179,74,72,69,60,78,77,67,39,34,24,7,11,71,74
30,186,80,82,83,79,83,85,84,65,64,52,6,7,84,84
21,175,72,62,59,41,72,69,49,68,72,73,8,6,70,81
22,182,79,66,65,46,65,63,69,69,73,72,15,7,72,75
32,188,82,10,13,10,65,62,51,31,29,10,89,82,88,88
35,172,69,67,73,69,67,57,63,60,66,65,6,16,71,71
25,179,76,74,69,69,68,71,74,52,55,55,14,6,75,80
28,184,87,68,62,61,51,51,79,89,78,83,6,14,78,79
19,170,62,72,65,67,94,87,69,51,28,21,7,14,70,81
28,177,76,76,72,72,90,85,78,46,37,33,12,13,75,75
23,180,71,65,72,42,73,79,60,80,77,81,9,15,77,82
24,174,70,74,78,66,77,77,70,37,28,37,6,11,72,75
26,178,70,76,76,60,78,78,76,68,56,50,15,13,74,74
32,181,84,67,56,79,68,70,74,66,41,40,12,14,74,74
28,176,72,75,70,69,78,83,76,42,48,34,7,12,73,73
27,187,85,21,18,14,38,50,66,43,25,13,88,85,90,93
23,173,64,71,75,30,80,80,40,65,66,67,7,9,71,80
27,186,84,70,41,71,81,88,76,65,41,50,11,7,72,73
27,180,70,73,76,47,80,85,59,72,67,68,15,11,74,75
25,176,70,68,75,60,77,77,74,69,63,73,11,10,74,78
25,183,77,78,76,72,68,64,86,49,43,57,5,12,75,78
24,190,85,56,34,37,63,64,63,81,68,72,6,6,71,74
30,178,74,70,75,74,62,68,82,69,65,54,14,15,74,74
34,180,79,67,66,56,59,59,82,78,74,75,11,6,72,72
29,189,84,51,38,22,38,40,61,80,78,78,9,8,75,76
29,192,83,58,57,40,45,61,67,81,78,79,13,14,78,78
26,178,72,84,75,80,86,87,74,54,59,30,5,3,82,82
27,188,83,75,56,85,79,83,85,65,26,27,8,11,83,83
26,175,69,82,79,65,83,79,66,58,58,61,16,6,75,76
26,163,58,74,65,65,85,87,67,56,35,25,14,8,71,72
22,184,75,65,71,37,68,72,51,75,75,78,13,12,75,81
30,185,80,16,16,16,42,48,52,22,23,19,77,74,77,77
29,184,81,86,77,73,92,92,85,72,32,30,10,12,82,82
24,176,75,67,72,61,78,75,70,43,69,67,10,11,72,77
28,180,65,72,61,73,61,57,71,58,40,64,8,10,74,74
28,183,73,73,69,72,71,63,58,45,60,49,8,11,74,74
23,185,78,74,74,46,75,82,65,69,69,73,7,9,74,79
32,173,70,60,72,60,66,68,56,73,58,68,6,14,71,71
23,168,60,75,75,64,88,82,76,72,26,28,9,13,73,79
25,193,82,71,49,74,67,75,66,65,35,31,10,5,72,75
30,188,85,66,33,82,62,58,80,69,49,21,15,6,78,78
24,176,72,83,73,68,87,84,77,61,32,33,10,8,75,79
25,177,76,72,66,68,69,69,75,76,58,58,12,13,70,75
21,177,71,77,71,56,83,87,65,58,67,73,15,9,75,84
26,171,64,76,70,68,84,67,74,49,32,45,6,6,74,77
24,171,75,78,64,76,76,78,75,44,28,25,11,9,75,81
26,184,81,64,46,26,65,65,48,73,74,78,15,7,75,77
29,176,75,65,70,36,74,75,64,81,73,75,7,11,75,75
23,183,77,70,65,35,80,82,67,80,70,71,5,15,72,80
22,176,72,78,82,73,65,61,86,70,66,73,6,8,80,87
30,183,80,69,74,68,63,66,76,62,73,70,12,15,74,74
25,196,93,20,16,13,48,49,50,18,18,14,73,66,70,75
24,171,79,59,44,34,62,63,65,82,71,71,15,10,72,75
26,190,83,45,41,42,34,42,73,64,76,76,7,11,73,76
26,188,83,43,46,30,65,75,44,78,83,83,11,16,80,82
28,177,73,76,68,75,74,75,77,69,35,30,14,13,75,75
22,182,80,64,55,48,71,77,65,75,67,71,7,10,72,80
26,178,73,68,67,36,89,87,61,76,69,75,14,7,74,77
26,171,68,57,45,50,62,60,64,80,79,65,12,10,72,74
27,185,80,68,67,61,68,68,76,72,69,72,12,11,71,74
26,189,87,64,48,47,65,64,58,74,71,72,14,6,73,76
31,182,78,73,66,69,69,73,73,52,43,30,11,13,72,72
21,193,90,73,43,68,75,81,66,68,25,12,10,9,72,82
36,196,89,13,15,14,37,40,50,33,14,13,75,75,74,74
26,174,67,68,67,66,77,74,68,48,45,59,13,8,70,73
24,179,69,85,86,77,79,76,89,70,66,64,12,14,85,88
32,170,72,97,88,95,91,84,86,48,33,37,6,11,94,94
35,175,73,74,77,76,75,71,77,45,23,51,9,12,74,74
31,178,73,60,47,49,52,54,58,82,72,71,10,15,71,71
34,187,85,59,54,33,61,73,78,91,94,91,3,3,89,89
22,186,76,65,64,37,73,75,65,85,75,81,9,9,79,86
30,185,75,77,54,37,64,65,64,76,70,76,16,14,74,74
34,178,74,71,78,63,64,62,82,55,53,58,14,7,71,71
26,191,84,8,10,9,25,38,49,40,8,11,69,67,70,73
28,190,83,63,58,74,55,61,80,56,28,25,14,5,75,75
24,189,90,78,71,72,73,78,83,55,32,28,13,9,74,79
26,172,71,76,77,49,85,83,72,77,74,79,15,8,79,82
27,180,85,67,42,71,68,63,81,71,14,19,11,9,70,71
31,181,73,59,34,55,45,34,63,88,73,72,6,6,71,71
26,180,66,90,78,78,88,93,81,73,22,29,15,10,83,85
26,178,73,77,62,76,76,75,74,60,22,24,10,13,76,77
34,181,79,56,61,45,64,60,66,85,78,76,8,12,74,74
35,187,76,14,35,15,59,43,59,28,20,11,74,76,77,77
21,188,76,11,10,10,44,43,58,22,14,12,76,70,74,82
25,179,73,74,66,70,80,83,47,25,17,15,11,8,70,71
30,189,86,62,59,52,43,52,75,74,71,73,9,13,73,73
36,180,79,79,66,89,70,68,90,44,35,21,6,7,83,83
31,180,77,51,54,44,61,61,44,77,68,73,12,8,71,71
23,170,66,74,73,66,81,79,71,55,33,22,12,7,72,77
29,190,84,19,11,15,56,52,59,40,17,14,86,81,85,86
23,186,80,54,22,24,51,53,47,74,70,71,8,10,71,76
26,175,71,80,70,70,77,79,72,63,58,55,14,15,76,79
23,184,77,52,43,23,56,69,45,67,73,76,15,7,75,81
31,184,78,76,58,62,57,43,73,77,65,77,8,12,77,77
30,187,78,71,69,66,53,56,76,66,55,68,12,8,73,73
29,169,60,78,79,76,63,60,68,56,52,56,14,15,76,76
26,175,72,65,69,33,85,78,47,73,65,69,15,13,71,72
32,179,70,64,62,51,60,55,67,88,82,76,14,6,77,77
22,178,78,74,59,76,78,76,76,44,49,30,12,16,75,81
30,190,85,66,59,73,58,59,74,66,14,30,9,11,71,71
23,167,56,70,69,68,79,80,71,40,33,31,7,11,70,76
29,172,66,68,70,64,70,70,68,28,48,35,15,10,71,71
27,184,85,64,68,34,70,78,47,71,71,75,6,6,73,74
36,171,65,73,54,84,72,62,81,62,30,20,7,14,76,76
28,194,85,12,20,15,45,47,50,39,11,12,80,74,77,79
27,172,73,76,75,66,76,75,68,58,40,60,7,12,73,74
37,195,95,77,70,86,57,55,90,84,28,37,13,15,85,85
24,186,81,57,55,39,77,74,58,80,90,83,10,10,85,89
24,173,70,85,72,71,93,87,79,64,26,27,11,13,78,80
27,182,69,77,74,54,78,79,59,58,63,69,7,14,73,74
29,180,73,45,39,33,68,64,63,69,72,75,9,8,72,73
26,194,90,69,72,30,68,77,61,80,72,75,11,9,73,74
29,185,79,82,76,76,77,76,77,61,68,21,11,16,79,79
28,186,72,39,50,27,40,43,58,78,73,72,12,6,72,73
31,182,74,71,70,71,77,79,71,55,49,60,1,1,72,72
25,187,72,18,19,14,49,52,56,20,20,13,70,68,70,75
27,192,82,59,55,53,65,75,68,65,76,71,9,10,73,75
35,170,69,74,69,68,70,68,73,48,17,27,13,9,72,72
29,187,85,78,72,69,68,73,81,59,41,49,12,11,75,75
23,185,76,74,74,62,86,75,76,43,31,26,7,9,73,78
30,190,83,39,23,26,47,49,27,79,76,78,12,12,76,76
34,170,70,74,82,59,60,53,82,74,75,77,8,15,75,75
23,190,76,52,26,37,63,72,69,75,70,70,13,12,72,79
32,170,68,65,72,46,87,76,51,67,71,76,12,13,75,75
26,183,80,72,62,33,48,50,70,67,68,72,4,4,74,75
26,181,85,80,79,70,69,72,90,78,61,68,6,6,79,81
33,183,80,55,63,52,64,64,78,77,74,79,9,10,78,78
30,174,69,72,60,58,64,62,81,70,46,69,16,7,72,72
31,180,80,71,68,60,67,68,75,84,63,71,16,13,74,74
35,177,77,78,78,73,60,61,81,44,50,51,10,8,76,76
21,179,72,82,69,74,78,77,79,62,69,72,5,6,77,85
23,183,77,69,59,57,70,71,66,72,68,72,5,5,72,78
39,181,82,11,10,9,23,25,47,44,14,11,72,69,71,71
25,181,70,77,76,52,91,91,72,78,72,76,7,11,76,79
31,182,81,70,84,71,68,67,77,56,51,60,7,16,73,73
32,169,61,91,79,86,93,83,80,59,25,40,7,10,87,87
26,173,58,69,77,62,81,83,64,58,65,68,10,9,72,74
32,192,86,50,38,53,46,53,80,76,79,75,13,10,78,78
20,187,76,76,76,72,80,82,71,37,33,38,15,11,72,83
33,188,75,67,57,67,49,59,71,82,82,69,9,16,75,75
37,184,79,70,76,67,68,72,75,72,71,75,9,5,74,74
22,184,73,69,34,58,69,60,50,69,70,73,13,9,74,83
24,191,83,67,68,30,66,67,49,75,72,74,6,7,72,77
27,191,85,28,29,20,54,69,52,75,69,72,13,14,72,73
31,168,65,76,78,45,88,86,78,73,75,77,13,13,78,78
27,174,72,68,72,62,78,78,55,61,59,59,11,10,72,72
26,176,79,66,38,73,62,59,77,62,30,17,13,7,71,74
29,183,74,71,70,48,75,74,68,72,72,74,6,5,73,73
32,193,86,39,35,28,30,30,65,73,74,72,7,11,72,72
25,188,89,80,75,94,68,72,90,78,56,36,8,10,89,91
21,183,74,60,47,35,72,76,53,70,70,69,7,6,71,82
24,183,84,63,49,68,85,87,78,79,39,26,15,9,71,76
25,182,72,70,69,68,71,63,74,64,62,64,12,11,71,76
29,182,80,44,55,36,76,74,58,76,70,75,7,13,73,73
24,192,80,79,70,69,71,74,80,76,70,81,9,12,83,87
25,187,82,70,64,71,67,67,75,66,43,36,13,15,70,73
27,183,82,65,63,41,66,66,42,72,76,76,15,11,75,76
32,178,69,74,74,56,76,76,69,76,73,75,13,11,74,74
24,185,70,70,48,73,74,79,65,42,16,35,8,11,71,78
26,187,85,63,44,21,52,53,40,74,71,74,13,10,73,76
28,180,72,76,56,58,66,64,67,54,51,60,14,10,71,71
26,196,96,35,31,28,38,41,50,74,70,70,13,15,70,73
24,187,77,64,48,60,31,30,72,60,61,76,10,14,71,77
28,175,79,66,52,71,69,73,79,83,27,34,11,12,71,71
23,189,79,64,62,58,63,65,65,78,65,71,13,14,70,76
27,175,70,68,68,62,73,88,45,34,14,49,11,14,71,71
21,183,72,80,68,44,86,88,64,78,81,83,9,8,79,88
29,172,68,82,77,77,85,77,78,72,49,43,16,11,82,82
22,184,87,82,70,72,81,82,69,42,36,17,10,7,73,80
27,182,74,85,82,70,81,76,82,54,39,35,6,14,81,82
24,167,65,74,66,67,82,82,71,77,60,64,16,10,73,77
23,168,64,77,69,64,84,82,85,58,41,37,7,12,72,80
29,178,74,67,70,38,73,70,65,75,71,73,9,8,72,72
31,172,75,65,67,60,74,76,73,85,68,64,9,13,71,71
35,169,69,64,69,37,69,74,77,77,73,69,12,12,71,71
31,181,74,63,72,34,72,75,75,81,76,78,14,10,76,76
35,175,78,54,56,36,67,67,62,82,74,72,12,8,75,75
30,184,79,14,13,14,48,45,47,43,12,19,74,68,73,73
24,171,65,76,63,69,88,82,73,53,32,21,7,15,75,79
22,185,83,78,64,69,73,77,70,62,26,37,6,14,72,80
27,190,88,19,16,16,37,35,55,24,12,13,80,74,78,81
31,183,76,29,25,37,50,50,40,75,69,72,9,10,71,71
24,181,73,61,52,44,64,68,67,76,70,70,10,14,70,76
26,173,75,59,49,57,65,66,64,68,59,66,9,8,71,74
26,191,91,15,12,14,48,48,56,28,17,20,79,79,80,83
21,170,68,75,62,73,83,82,73,45,37,18,11,14,73,83
20,177,71,69,40,72,77,76,76,49,19,18,8,7,71,80
27,187,79,14,14,20,44,49,50,17,13,20,71,72,72,73
20,178,68,77,57,72,83,86,70,61,22,41,7,9,71,80
18,173,61,80,70,70,71,73,72,50,26,23,11,12,76,86
35,178,74,72,73,42,65,66,66,69,78,74,7,10,73,73
24,181,76,71,69,56,65,71,71,66,60,70,13,13,73,76
31,191,87,24,13,17,50,50,47,33,15,22,72,72,73,73
23,181,73,67,43,40,69,70,47,68,63,69,8,14,70,78
22,178,68,70,70,53,64,58,70,67,67,72,14,12,73,84
32,183,83,29,33,12,64,60,50,37,18,21,71,69,73,73
31,187,83,16,13,15,52,49,52,32,20,20,70,71,71,71
38,185,83,12,11,11,34,40,51,40,18,17,76,74,75,75
26,185,79,74,69,70,73,76,72,62,26,20,11,9,72,74
27,176,70,55,77,25,66,65,48,78,73,79,7,15,75,76
32,176,70,78,64,69,83,82,70,63,29,39,13,13,73,73
25,173,69,80,73,75,85,82,74,54,20,29,8,10,76,79
28,181,80,71,55,82,67,65,82,86,20,24,12,12,78,78
24,184,79,65,49,74,44,53,78,87,24,26,6,12,73,77
27,184,78,55,58,45,73,74,61,62,81,70,13,12,74,75
21,173,67,77,64,60,74,75,57,43,63,61,8,14,73,85
32,184,78,65,57,73,58,50,76,69,34,32,14,8,72,72
21,174,76,75,59,64,79,78,76,74,60,67,6,8,76,84
31,190,85,73,61,76,68,74,72,51,31,46,13,14,74,74
27,185,76,54,69,38,53,55,56,81,70,72,11,9,72,75
32,188,78,38,30,40,31,33,52,72,77,76,6,10,75,75
26,185,81,67,57,73,69,77,76,66,24,43,12,11,73,75
34,178,74,71,74,49,52,47,66,85,79,80,10,14,75,75
25,187,80,44,37,36,51,54,43,69,74,74,9,6,73,77
26,188,84,66,65,58,60,65,80,66,65,68,9,11,72,74
23,184,82,65,39,76,66,72,70,30,38,13,6,12,72,78
20,183,76,79,80,52,78,81,78,80,69,71,10,6,75,85
29,188,83,64,72,46,55,61,64,74,74,77,8,7,73,73
30,174,71,65,60,47,65,66,77,86,80,77,9,12,75,75
26,188,84,57,65,52,58,66,72,80,72,75,9,12,74,76
22,191,70,52,41,32,56,66,50,73,69,74,9,10,73,81
25,176,67,75,75,69,66,69,75,42,44,45,8,6,73,76
26,179,70,80,72,62,77,76,76,48,21,22,6,15,73,74
32,181,91,38,44,27,33,42,85,68,72,73,15,10,73,73
23,188,70,17,18,18,54,52,55,22,25,11,79,75,76,83
21,185,79,36,31,26,61,65,51,88,67,73,5,7,73,87
32,193,92,70,64,83,44,48,85,76,37,37,12,15,82,82
25,177,80,75,63,70,77,82,82,79,35,32,9,6,72,73
27,167,63,73,74,56,81,84,65,66,24,33,14,13,71,71
23,171,64,75,64,56,86,91,76,58,21,51,9,7,70,78
23,188,78,76,64,60,79,78,67,53,23,24,7,9,70,76
30,182,76,48,57,44,37,53,45,80,72,73,12,15,73,73
33,172,70,81,79,73,80,75,80,74,72,70,15,10,76,76
27,180,66,78,61,83,84,89,77,73,29,39,10,15,80,81
28,171,66,80,73,65,87,90,72,70,40,50,12,9,76,76
24,188,82,56,40,53,60,62,75,83,74,76,12,11,74,78
35,183,75,71,75,55,62,66,73,67,45,35,11,12,73,73
24,170,64,76,62,75,85,83,71,25,22,16,14,9,72,76
21,195,90,60,72,38,66,62,60,78,76,76,8,7,76,83
24,191,71,71,66,66,71,71,77,68,68,68,10,15,72,77
32,180,80,50,40,50,65,61,64,88,79,74,15,12,77,77
26,170,68,74,67,73,81,78,67,46,50,55,8,12,73,75
21,196,94,69,55,48,62,71,64,75,72,74,9,9,74,82
36,174,71,82,78,71,65,61,73,65,44,42,8,6,76,76
22,181,73,69,72,40,63,65,60,69,71,73,9,14,72,81
24,185,79,66,43,48,56,60,70,80,74,75,9,15,76,83
20,176,70,76,74,67,78,75,66,45,55,49,8,14,74,83
24,184,75,74,70,70,65,67,65,50,56,59,6,10,73,78
32,180,79,67,67,29,68,67,70,74,77,77,11,13,73,73
29,177,74,70,73,66,61,58,79,82,65,72,11,11,73,73
22,177,71,64,66,42,80,82,54,70,62,65,7,13,70,78
32,176,73,77,68,75,75,71,77,73,45,36,9,12,76,76
23,186,72,78,40,80,62,71,73,64,21,21,12,13,75,84
23,175,70,83,75,76,94,93,76,64,42,35,11,10,82,86
31,195,92,16,23,13,36,47,47,21,18,11,71,69,71,71
34,180,78,62,62,55,34,31,73,82,67,63,12,10,71,71
28,186,85,64,49,76,61,57,77,65,24,47,8,11,72,72
31,184,83,46,59,42,66,71,43,76,71,77,13,11,75,75
25,175,80,64,59,51,73,73,69,85,66,68,14,8,70,77
25,173,75,90,83,82,79,77,84,73,31,37,15,9,84,87
35,177,70,72,72,64,88,82,63,49,34,58,8,10,74,74
23,191,87,40,40,33,54,55,52,65,75,73,13,10,70,80
35,183,80,61,67,45,67,73,48,65,71,73,8,8,71,71
26,185,73,75,76,62,90,90,80,75,66,74,13,8,75,76
30,189,86,50,39,45,38,75,70,89,72,76,17,16,74,74
22,178,77,78,77,43,79,78,69,74,76,78,10,7,79,85
26,182,73,72,73,62,50,63,68,39,61,65,9,15,70,71
30,175,65,78,75,77,84,79,68,54,35,42,11,8,76,76
24,186,76,60,74,39,72,77,74,48,70,67,11,11,70,75
26,190,75,68,60,68,71,80,74,69,52,51,13,7,72,75
28,182,76,83,69,74,72,67,80,65,51,57,7,16,76,76
28,178,67,80,69,63,79,78,67,35,43,33,13,7,72,72
35,178,71,71,75,64,41,50,81,60,42,50,14,14,75,75
27,174,68,78,66,68,82,81,72,77,60,28,7,12,73,73
26,174,70,69,72,46,77,80,70,68,60,65,9,11,70,71
22,187,76,79,74,78,73,74,73,45,49,49,10,5,77,86
27,184,82,13,23,11,53,52,62,36,10,20,81,75,80,82
30,189,84,17,19,14,38,35,52,39,11,19,74,71,75,76
31,183,74,68,74,29,62,64,58,70,78,78,13,12,74,74
27,166,61,80,70,69,82,74,70,49,38,50,7,10,73,73
20,182,73,62,68,49,71,70,68,68,74,78,6,9,76,84
26,182,76,67,62,66,68,68,79,85,74,76,10,12,77,82
22,182,70,76,70,63,86,88,64,37,17,26,15,6,70,78
27,175,70,78,77,60,80,82,74,74,55,70,13,12,75,75
20,183,74,74,64,67,84,87,68,39,32,30,7,9,70,80
33,177,75,72,73,59,64,64,70,57,52,51,7,12,73,73
34,180,79,42,48,35,30,36,52,81,74,73,7,11,72,72
29,178,70,77,70,54,84,91,76,58,37,29,6,10,73,73
31,191,76,44,30,39,40,42,44,83,74,69,10,12,72,72
28,185,80,51,42,37,57,66,55,89,65,64,10,13,73,73
23,187,79,19,13,12,53,48,56,26,24,20,80,78,80,86
28,188,83,67,52,81,60,55,73,65,38,30,16,11,75,75
34,189,85,68,55,69,56,55,70,63,55,34,16,10,71,71
29,192,86,40,51,39,43,46,56,79,70,74,11,15,75,75
23,169,63,73,67,58,78,73,69,74,68,63,15,8,70,79
30,188,81,66,43,77,46,51,75,56,29,23,10,15,73,73
34,188,90,19,19,18,44,46,58,44,27,11,71,67,71,71
24,169,67,79,59,76,79,80,65,63,32,24,12,12,73,78
22,175,67,67,74,58,73,72,75,62,62,68,8,13,70,77
29,170,68,72,65,61,89,90,65,53,27,17,10,13,71,71
30,175,67,66,71,53,74,72,72,67,70,71,14,12,72,72
26,180,70,73,56,74,84,82,66,55,32,34,13,12,73,76
24,174,61,77,71,62,92,90,60,52,40,42,13,12,72,77
23,178,69,66,77,28,70,70,47,65,72,78,13,9,75,80
23,173,65,74,62,66,76,71,71,37,38,43,11,13,71,77
33,178,72,78,75,61,72,69,78,50,58,60,11,8,75,75
30,178,69,73,64,46,84,81,74,73,63,72,15,12,71,71
31,180,71,73,55,66,82,82,61,33,14,12,7,13,72,72
26,185,69,78,78,66,72,73,70,71,70,68,14,6,77,79
30,185,85,72,79,50,65,68,75,75,73,77,12,14,75,75
25,179,70,76,66,74,75,75,72,69,36,58,8,7,73,76
27,177,72,81,74,68,77,81,84,54,38,41,11,11,72,72
29,189,95,68,31,80,68,80,71,55,26,15,14,13,75,75
26,175,75,71,80,59,76,78,64,80,72,74,13,12,76,79
37,188,72,73,49,85,38,39,83,77,45,32,6,14,80,80
23,184,76,77,74,73,70,66,73,50,38,36,12,11,73,79
27,179,73,70,73,56,76,75,59,66,68,73,15,10,73,74
27,186,80,75,73,66,64,67,70,71,48,66,15,16,72,73
25,186,79,12,10,9,49,60,52,26,12,14,75,69,73,77
37,185,77,11,12,13,31,37,56,45,20,13,69,71,71,71
28,187,75,69,66,74,64,68,68,64,20,21,6,13,71,71
19,186,80,65,26,30,68,69,48,69,72,77,10,13,74,85
27,174,66,79,68,78,90,85,77,65,34,37,10,15,79,80
28,184,81,15,19,18,63,64,56,43,13,15,87,80,85,87
27,190,88,59,40,38,52,65,84,80,70,75,11,16,74,76
32,183,81,51,61,52,45,66,65,64,78,78,7,11,75,75
32,181,76,80,82,57,74,75,68,78,76,79,15,15,78,78
21,184,78,66,72,49,74,76,56,72,70,76,14,14,74,83
22,175,59,84,69,78,91,90,71,53,37,38,12,9,78,86
21,173,66,83,83,71,85,79,82,27,43,33,9,13,78,86
26,182,77,72,59,50,65,66,74,87,72,70,12,9,75,78
35,188,78,55,51,41,40,53,67,74,69,72,9,10,72,72
22,176,67,68,72,28,73,71,60,76,72,74,6,13,73,79
24,178,70,66,73,40,69,76,65,62,71,80,8,14,76,82
29,183,83,81,58,48,59,52,73,81,74,80,16,11,80,80
29,185,75,66,65,57,74,70,42,70,68,69,16,13,70,71
29,185,78,62,68,32,68,68,56,73,72,73,13,13,73,73
31,190,84,42,35,24,47,51,52,69,69,70,8,12,72,72
24,188,74,18,12,16,40,43,50,27,11,16,75,72,72,80
23,188,79,60,75,53,61,65,71,59,73,75,9,12,73,78
25,176,74,57,67,42,77,73,62,60,65,70,9,10,71,75
25,175,80,78,72,70,85,86,78,68,25,46,13,15,75,78
23,194,91,68,40,75,52,65,75,42,51,34,6,13,72,80
27,175,71,89,79,90,94,92,80,63,38,43,14,14,90,90
34,188,82,51,45,54,32,32,76,81,78,78,7,15,77,77
